D:\simulator-windows-64\IMG\center_2020_12_02_11_48_26_862.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_26_862.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_26_862.jpg, 0, 0, 0, 7.432942
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_26_983.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_26_983.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_26_983.jpg, 0, 0, 0, 7.343275
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_27_095.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_27_095.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_27_095.jpg, 0, 0, 0, 7.254788
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_27_216.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_27_216.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_27_216.jpg, 0, 0, 0, 7.167531
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_27_356.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_27_356.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_27_356.jpg, 0, 0, 0, 7.06706
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_27_491.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_27_491.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_27_491.jpg, 0, 0.4054881, 0, 7.630415
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_27_618.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_27_618.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_27_618.jpg, 0, 0.7895442, 0, 8.65822
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_27_755.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_27_755.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_27_755.jpg, 0, 1, 0, 10.20793
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_27_856.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_27_856.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_27_856.jpg, 0, 1, 0, 11.31296
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_27_978.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_27_978.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_27_978.jpg, 0, 0.6354574, 0, 12.12004
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_28_269.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_28_269.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_28_269.jpg, 0, 0, 0, 11.72222
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_28_395.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_28_395.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_28_395.jpg, 0, 0, 0, 11.53102
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_28_535.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_28_535.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_28_535.jpg, 0, 0, 0, 11.79233
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_28_633.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_28_633.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_28_633.jpg, 0, 0, 0, 11.18573
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_28_745.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_28_745.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_28_745.jpg, 0, 0, 0, 11.47597
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_28_901.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_28_901.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_28_901.jpg, -0.4633869, 0, 0, 10.94408
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_29_008.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_29_008.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_29_008.jpg, -0.1092798, 0, 0, 10.82605
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_29_143.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_29_143.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_29_143.jpg, 0, 0, 0, 10.66564
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_29_349.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_29_349.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_29_349.jpg, 0, 0, 0, 10.45238
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_29_501.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_29_501.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_29_501.jpg, 0, 0, 0, 10.28498
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_29_624.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_29_624.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_29_624.jpg, 0, 0, 0, 10.16123
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_29_736.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_29_736.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_29_736.jpg, 0, 0, 0, 10.03897
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_29_951.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_29_951.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_29_951.jpg, 0, 0.6404895, 0, 11.34247
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_30_094.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_30_094.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_30_094.jpg, 0, 1, 0, 12.66064
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_30_241.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_30_241.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_30_241.jpg, -0.3955272, 1, 0, 14.25693
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_30_506.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_30_506.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_30_506.jpg, 0, 1, 0, 16.90579
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_30_640.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_30_640.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_30_640.jpg, -0.4703766, 1, 0, 18.31572
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_30_780.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_30_780.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_30_780.jpg, -0.05208746, 0.5817109, 0, 18.98402
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_30_901.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_30_901.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_30_901.jpg, 0, 0.2161213, 0, 19.05494
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_31_059.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_31_059.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_31_059.jpg, 0, 0, 0, 18.69801
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_31_239.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_31_239.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_31_239.jpg, 0, 0, 0, 18.80711
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_31_359.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_31_359.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_31_359.jpg, -0.1042143, 0, 0, 18.58145
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_31_533.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_31_533.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_31_533.jpg, 0, 0, 0, 17.74208
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_31_642.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_31_642.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_31_642.jpg, 0, 0, 0, 18.07392
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_31_807.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_31_807.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_31_807.jpg, 0, 0, 0, 17.7899
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_31_929.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_31_929.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_31_929.jpg, -0.3179808, 0, 0, 17.49143
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_32_048.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_32_048.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_32_048.jpg, -0.6478098, 0, 0, 16.60624
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_32_169.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_32_169.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_32_169.jpg, -0.2798838, 0, 0, 16.4014
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_32_381.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_32_381.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_32_381.jpg, 0, 0, 0, 16.53863
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_32_497.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_32_497.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_32_497.jpg, -0.3682194, 0, 0, 16.23779
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_32_608.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_32_608.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_32_608.jpg, -0.04382521, 0, 0, 16.0395
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_32_717.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_32_717.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_32_717.jpg, 0, 0, 0, 15.34931
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_32_866.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_32_866.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_32_866.jpg, 0, 0, 0, 15.66499
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_32_985.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_32_985.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_32_985.jpg, -0.3763674, 0, 0, 14.78542
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_33_120.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_33_120.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_33_120.jpg, 0, 0, 0, 14.58927
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_33_349.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_33_349.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_33_349.jpg, 0, 0, 0, 14.79145
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_33_465.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_33_465.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_33_465.jpg, 0, 0, 0, 14.59852
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_33_593.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_33_593.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_33_593.jpg, -0.3822151, 0, 0, 14.31818
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_33_692.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_33_692.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_33_692.jpg, -0.04919311, 0, 0, 14.1188
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_33_862.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_33_862.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_33_862.jpg, 0, 0, 0, 13.88547
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_33_977.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_33_977.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_33_977.jpg, -0.3449001, 0, 0, 13.61679
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_34_093.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_34_093.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_34_093.jpg, 0, 0, 0, 13.47866
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_34_367.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_34_367.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_34_367.jpg, -0.784878, 0, 0, 12.1339
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_34_481.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_34_481.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_34_481.jpg, -1, 0, 0, 11.80618
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_34_621.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_34_621.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_34_621.jpg, -0.5753293, 0, 0, 11.97921
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_34_737.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_34_737.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_34_737.jpg, -0.2295064, 0, 0, 11.93801
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_34_936.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_34_936.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_34_936.jpg, 0, 0, 0, 11.57879
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_35_050.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_35_050.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_35_050.jpg, 0.3426456, 0, 0, 11.17619
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_35_170.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_35_170.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_35_170.jpg, 0.7206089, 0, 0, 10.9248
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_35_272.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_35_272.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_35_272.jpg, 0.3716715, 0, 0, 10.8161
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_35_390.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_35_390.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_35_390.jpg, 0.01841104, 0, 0, 10.66989
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_35_506.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_35_506.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_35_506.jpg, 0, 0, 0, 10.53662
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_35_618.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_35_618.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_35_618.jpg, 0, 0, 0, 10.40778
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_35_753.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_35_753.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_35_753.jpg, 0, 0, 0, 10.26088
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_35_885.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_35_885.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_35_885.jpg, 0, 0, 0, 10.13717
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_36_019.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_36_019.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_36_019.jpg, 0, 0, 0, 9.994722
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_36_237.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_36_237.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_36_237.jpg, 0.6509854, 0, 0, 9.477534
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_36_391.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_36_391.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_36_391.jpg, 0.1935558, 0, 0, 9.333921
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_36_597.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_36_597.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_36_597.jpg, 0, 0, 0, 9.116095
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_36_713.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_36_713.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_36_713.jpg, 0, 0, 0, 9.006825
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_36_834.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_36_834.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_36_834.jpg, 0, 0, 0, 8.898459
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_37_037.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_37_037.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_37_037.jpg, -0.6087144, 0, 0, 8.484097
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_37_154.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_37_154.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_37_154.jpg, -0.2574099, 0, 0, 8.38831
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_37_287.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_37_287.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_37_287.jpg, 0, 0, 0, 8.268065
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_37_417.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_37_417.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_37_417.jpg, 0, 0, 0, 8.151702
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_37_534.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_37_534.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_37_534.jpg, 0, 0, 0, 8.053622
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_37_657.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_37_657.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_37_657.jpg, 0, 0, 0, 7.956728
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_37_859.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_37_859.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_37_859.jpg, 0, 0.593082, 0, 9.187777
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_37_996.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_37_996.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_37_996.jpg, 0, 0.1738107, 0, 9.384588
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_38_107.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_38_107.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_38_107.jpg, 0, 0, 0, 9.303975
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_38_244.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_38_244.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_38_244.jpg, 0, 0, 0, 9.173508
D:\simulator-windows-64\IMG\center_2020_12_02_11_48_38_359.jpg, D:\simulator-windows-64\IMG\left_2020_12_02_11_48_38_359.jpg, D:\simulator-windows-64\IMG\right_2020_12_02_11_48_38_359.jpg, 0, 0, 0, 9.06313
